ID,class
Zm00001d025887,0
Zm00001d025888,0
Zm00001d025889,0
Zm00001d025891,0
Zm00001d025892,0
Zm00001d025893,0
Zm00001d025894,0
Zm00001d025896,0
Zm00001d025899,0
Zm00001d025900,0
Zm00001d025901,0
Zm00001d025904,0
Zm00001d025905,0
Zm00001d025907,0
Zm00001d025910,0
Zm00001d025911,0
Zm00001d025912,0
Zm00001d025913,0
Zm00001d025915,0
Zm00001d025916,0
Zm00001d025917,0
Zm00001d025919,0
Zm00001d025922,0
Zm00001d025923,0
Zm00001d025924,0
Zm00001d025926,0
Zm00001d025927,0
Zm00001d025928,0
Zm00001d025929,0
Zm00001d025930,0
Zm00001d025931,0
Zm00001d025933,0
Zm00001d025938,0
Zm00001d025939,1
Zm00001d025943,0
Zm00001d025946,0
Zm00001d025947,0
Zm00001d025948,0

