ID,class
Zm00001d038717,0
Zm00001d038723,0
Zm00001d038724,0
Zm00001d038725,1
Zm00001d038726,0
Zm00001d038727,0
Zm00001d038728,0
Zm00001d038730,0
Zm00001d038731,0
Zm00001d038732,0
Zm00001d038733,0
Zm00001d038734,0
Zm00001d038737,0
Zm00001d038741,0
Zm00001d038742,0
Zm00001d038745,0
Zm00001d038746,0
Zm00001d038747,0
Zm00001d038752,0
Zm00001d038754,0
Zm00001d038755,0
Zm00001d038757,0
Zm00001d038760,0
Zm00001d038761,0
Zm00001d038762,0
Zm00001d038763,0
Zm00001d038764,0
Zm00001d038765,0
Zm00001d038766,0
Zm00001d038768,0
Zm00001d038772,0
Zm00001d038773,0
Zm00001d038775,0
Zm00001d038776,0
Zm00001d038777,0
Zm00001d038778,0
Zm00001d038779,0
Zm00001d038782,0
Zm00001d038783,0
Zm00001d038784,0
Zm00001d038785,0
Zm00001d038786,0
Zm00001d038787,0
Zm00001d038791,0
Zm00001d038792,0
Zm00001d038793,0
Zm00001d038794,0
Zm00001d038796,0
Zm00001d038797,0
Zm00001d038801,0
Zm00001d038803,0
Zm00001d038804,0
Zm00001d038806,0
Zm00001d038807,0
Zm00001d038808,0
Zm00001d038809,0
Zm00001d038811,0
Zm00001d038812,0
Zm00001d038813,0
Zm00001d038818,0
Zm00001d038820,0
Zm00001d038822,0
Zm00001d038823,0
Zm00001d038824,0
Zm00001d038825,0
Zm00001d038826,0
Zm00001d038829,0
Zm00001d038830,0
Zm00001d038831,0
Zm00001d038833,0
Zm00001d038834,0
Zm00001d038835,0
Zm00001d038837,0
Zm00001d038838,0
Zm00001d038840,0
Zm00001d038841,0
Zm00001d038842,0
Zm00001d038843,0
Zm00001d038844,0
Zm00001d038845,0
Zm00001d038846,0
Zm00001d038847,0
Zm00001d038848,0
Zm00001d038849,0
Zm00001d038850,0
Zm00001d038851,0
Zm00001d038852,0
Zm00001d038855,0
Zm00001d038856,0
Zm00001d038857,0
Zm00001d038859,0
Zm00001d038861,0
Zm00001d038863,0
Zm00001d038865,0
Zm00001d038866,0
Zm00001d038867,0
Zm00001d038868,0
Zm00001d038871,0
Zm00001d038874,0
Zm00001d038875,0
Zm00001d038877,0
Zm00001d038878,0
Zm00001d038879,0
Zm00001d038880,0
Zm00001d038881,0
Zm00001d038882,0
Zm00001d038883,0
Zm00001d038884,0
Zm00001d038885,0
Zm00001d038887,0
Zm00001d038889,0
Zm00001d038890,0
Zm00001d038891,0
Zm00001d038892,0
Zm00001d038893,0
Zm00001d038894,0
Zm00001d038896,0
Zm00001d038897,0
Zm00001d038899,0
Zm00001d038901,0
Zm00001d038903,0
Zm00001d038904,0
Zm00001d038905,0
Zm00001d038907,0
Zm00001d038908,0
Zm00001d038909,0
Zm00001d038910,0
Zm00001d038914,0
Zm00001d038916,0
Zm00001d038917,0
Zm00001d038921,0
Zm00001d038922,0
Zm00001d038923,0
Zm00001d038924,0
Zm00001d038926,0
Zm00001d038927,0
Zm00001d038928,0
Zm00001d038929,0
Zm00001d038930,0
Zm00001d038931,0
Zm00001d038932,0
Zm00001d038933,0
Zm00001d038935,0
Zm00001d038936,0
Zm00001d038937,0
Zm00001d038941,0
Zm00001d038944,0
Zm00001d038947,0
Zm00001d038948,0
Zm00001d038952,0
Zm00001d038953,0
Zm00001d038955,0
Zm00001d038959,0
Zm00001d038960,0
Zm00001d038961,0
Zm00001d038965,0
Zm00001d038966,0
Zm00001d038967,0
Zm00001d038968,0
Zm00001d038969,0
Zm00001d038970,0
Zm00001d038971,0
Zm00001d038972,0
Zm00001d038973,0
Zm00001d038975,0
Zm00001d038976,0
Zm00001d038977,0
Zm00001d038980,0
Zm00001d038981,0
Zm00001d038982,0
Zm00001d038984,0
Zm00001d038985,0
Zm00001d038987,0
Zm00001d038989,0
Zm00001d038990,0
Zm00001d038994,0
Zm00001d038995,0
Zm00001d038996,0
Zm00001d038998,0
Zm00001d038999,0
Zm00001d039000,0
Zm00001d039002,0
Zm00001d039006,0
Zm00001d039010,0
Zm00001d039011,0
Zm00001d039013,0
Zm00001d039014,0
Zm00001d039015,0
Zm00001d039016,0
Zm00001d039017,0
Zm00001d039019,0
Zm00001d039020,0
Zm00001d039021,0
Zm00001d039032,0
Zm00001d039033,0
Zm00001d039036,0
Zm00001d039037,0
Zm00001d039038,0
Zm00001d039039,0
Zm00001d039040,0
Zm00001d039041,0
Zm00001d039042,0
Zm00001d039043,0
Zm00001d039044,0
Zm00001d039045,0
Zm00001d039046,0
Zm00001d039047,0
Zm00001d039050,0
Zm00001d039053,0
Zm00001d039059,0
Zm00001d039061,0
Zm00001d039062,0
Zm00001d039065,0
Zm00001d039066,0
Zm00001d039071,0
Zm00001d039072,0
Zm00001d039077,0
Zm00001d039078,0
Zm00001d039079,0
Zm00001d039080,0
Zm00001d039081,0
Zm00001d039084,0
Zm00001d039085,0
Zm00001d039087,0
Zm00001d039088,0
Zm00001d039089,0
Zm00001d039090,0
Zm00001d039091,0
Zm00001d039093,0
Zm00001d039094,0
Zm00001d039096,0
Zm00001d039097,0
Zm00001d039101,0
Zm00001d039102,0
Zm00001d039105,0
Zm00001d039106,0
Zm00001d039109,0
Zm00001d039110,0
Zm00001d039111,0
Zm00001d039113,0
Zm00001d039115,0
Zm00001d039116,0
