ID,class
Zm00001d052495,0
Zm00001d052496,0
Zm00001d052498,0
Zm00001d052499,0
Zm00001d052501,0
Zm00001d052519,0
Zm00001d052520,0
Zm00001d052523,0
Zm00001d052525,0
Zm00001d052528,0
Zm00001d052533,0
Zm00001d052537,0
Zm00001d052538,0
Zm00001d052540,0
Zm00001d052541,0
Zm00001d052543,0
Zm00001d052544,0
Zm00001d052551,0
Zm00001d052552,0
Zm00001d052553,0
Zm00001d052554,0
Zm00001d052555,0
Zm00001d052556,0
Zm00001d052561,0
Zm00001d052562,0
Zm00001d052564,0
Zm00001d052565,0
Zm00001d052566,0
Zm00001d052567,0
Zm00001d052568,0
Zm00001d052569,0
Zm00001d052570,0
Zm00001d052579,0
Zm00001d052581,0
Zm00001d052584,0
Zm00001d052586,0
Zm00001d052587,0
Zm00001d052588,0
Zm00001d052589,0
Zm00001d052590,0
Zm00001d052591,0
Zm00001d052592,0
Zm00001d052593,0
Zm00001d052595,0
Zm00001d052598,0
Zm00001d052602,0
Zm00001d052612,0
Zm00001d052613,0
Zm00001d052615,0
Zm00001d052616,0
Zm00001d052619,0
Zm00001d052620,0
Zm00001d052621,0
Zm00001d052622,0
Zm00001d052624,0
Zm00001d052625,0
Zm00001d052627,0
Zm00001d052628,0
Zm00001d052632,0
Zm00001d052636,0
Zm00001d052638,0
Zm00001d052639,0
Zm00001d052640,0
Zm00001d052648,0
Zm00001d052651,0
Zm00001d052653,0
Zm00001d052655,0
Zm00001d052656,0
Zm00001d052660,0
Zm00001d052665,0
Zm00001d052666,0
Zm00001d052667,0
Zm00001d052673,0
Zm00001d052675,0
Zm00001d052676,0
Zm00001d052680,0
Zm00001d052683,0
Zm00001d052684,0
Zm00001d052687,0
Zm00001d052688,0
Zm00001d052689,0
Zm00001d052690,0
Zm00001d052691,0
Zm00001d052692,0
Zm00001d052693,0
Zm00001d052694,0
Zm00001d052695,0
Zm00001d052698,0
Zm00001d052699,0
Zm00001d052700,0
Zm00001d052701,0
Zm00001d052702,0
Zm00001d052705,0
Zm00001d052706,0
Zm00001d052708,0
Zm00001d052709,0
Zm00001d052713,0
Zm00001d052714,0
Zm00001d052715,0
Zm00001d052717,0
Zm00001d052718,0
Zm00001d052719,0
Zm00001d052720,0
Zm00001d052725,0
Zm00001d052726,0
Zm00001d052727,0
Zm00001d052728,0
Zm00001d052729,0
Zm00001d052730,0
Zm00001d052731,0
Zm00001d052732,0
Zm00001d052735,0
Zm00001d052738,0
Zm00001d052741,0
Zm00001d052742,0
Zm00001d052743,0
Zm00001d052744,0
Zm00001d052745,0
Zm00001d052746,0
Zm00001d052748,0
Zm00001d052749,0
Zm00001d052750,0
Zm00001d052753,0
Zm00001d052756,0
Zm00001d052760,0
Zm00001d052763,0
Zm00001d052765,0
Zm00001d052768,0
Zm00001d052769,0
Zm00001d052770,0
Zm00001d052773,0
Zm00001d052779,0
Zm00001d052781,0
Zm00001d052784,0
Zm00001d052791,0
Zm00001d052792,0
Zm00001d052793,0
Zm00001d052794,0
Zm00001d052796,0
Zm00001d052797,0
Zm00001d052798,0
Zm00001d052799,0
Zm00001d052803,0
Zm00001d052804,0
Zm00001d052807,0
Zm00001d052809,0
Zm00001d052810,0
Zm00001d052811,0
Zm00001d052813,0
Zm00001d052814,0
Zm00001d052816,0
Zm00001d052818,0
Zm00001d052819,0
Zm00001d052820,0
Zm00001d052821,0
Zm00001d052826,0
Zm00001d052827,0
Zm00001d052828,0
Zm00001d052829,0
Zm00001d052831,0
Zm00001d052833,0
Zm00001d052835,0
Zm00001d052837,0
Zm00001d052838,0
Zm00001d052839,0
Zm00001d052840,0
Zm00001d052842,0
Zm00001d052843,0
Zm00001d052844,0
Zm00001d052845,0
Zm00001d052847,0
Zm00001d052848,0
Zm00001d052850,0
Zm00001d052851,0
Zm00001d052852,0
Zm00001d052853,0
Zm00001d052854,0
Zm00001d052855,0
Zm00001d052856,0
Zm00001d052858,0
Zm00001d052860,0
Zm00001d052862,0
Zm00001d052863,0
Zm00001d052864,0
Zm00001d052865,0
Zm00001d052868,0
Zm00001d052870,0
Zm00001d052871,0
Zm00001d052872,0
Zm00001d052873,0
Zm00001d052875,0
Zm00001d052876,0
Zm00001d052880,0
Zm00001d052882,0
Zm00001d052883,0
Zm00001d052885,0
Zm00001d052888,0
Zm00001d052889,0
Zm00001d052890,1
Zm00001d052892,0
Zm00001d052902,0
