ID,class
Zm00001d034376,0
Zm00001d034379,0
Zm00001d034382,0
Zm00001d034383,0
Zm00001d034384,0
Zm00001d034385,0
Zm00001d034387,0
Zm00001d034388,0
Zm00001d034393,0
Zm00001d034396,0
Zm00001d034399,0
Zm00001d034400,0
Zm00001d034402,0
Zm00001d034404,0
Zm00001d034405,0
Zm00001d034406,0
Zm00001d034408,0
Zm00001d034409,0
Zm00001d034410,0
Zm00001d034411,0
Zm00001d034412,0
Zm00001d034414,0
Zm00001d034420,0
Zm00001d034421,0
Zm00001d034422,0
Zm00001d034423,0
Zm00001d034427,0
Zm00001d034428,0
Zm00001d034433,0
Zm00001d034434,0
Zm00001d034437,0
Zm00001d034438,0
Zm00001d034440,0
Zm00001d034443,0
Zm00001d034445,0
Zm00001d034447,0
Zm00001d034452,0
Zm00001d034453,0
Zm00001d034455,0
Zm00001d034457,0
Zm00001d034460,0
Zm00001d034461,0
Zm00001d034463,0
Zm00001d034467,0
Zm00001d034468,0
Zm00001d034469,0
Zm00001d034471,0
Zm00001d034473,0
Zm00001d034479,0
Zm00001d034480,0
Zm00001d034485,0
Zm00001d034486,0
Zm00001d034487,0
Zm00001d034488,0
Zm00001d034489,0
Zm00001d034490,0
Zm00001d034491,0
Zm00001d034492,0
Zm00001d034496,0
Zm00001d034500,0
Zm00001d034501,0
Zm00001d034503,0
Zm00001d034505,0
Zm00001d034508,0
Zm00001d034509,0
Zm00001d034510,0
Zm00001d034511,0
Zm00001d034516,0
Zm00001d034517,0
Zm00001d034519,0
Zm00001d034520,0
Zm00001d034521,0
Zm00001d034522,0
Zm00001d034523,0
Zm00001d034524,0
Zm00001d034525,0
Zm00001d034527,0
Zm00001d034528,0
Zm00001d034530,0
Zm00001d034531,0
Zm00001d034532,0
Zm00001d034536,0
Zm00001d034537,0
Zm00001d034543,0
Zm00001d034546,0
Zm00001d034547,0
Zm00001d034548,0
Zm00001d034549,0
Zm00001d034550,0
Zm00001d034551,0
Zm00001d034552,0
Zm00001d034553,0
Zm00001d034554,0
Zm00001d034555,0
Zm00001d034559,0
Zm00001d034560,0
Zm00001d034562,0
Zm00001d034563,0
Zm00001d034564,0
Zm00001d034565,0
Zm00001d034566,0
Zm00001d034569,0
Zm00001d034571,0
Zm00001d034575,0
Zm00001d034578,0
Zm00001d034582,0
Zm00001d034584,0
Zm00001d034586,0
Zm00001d034588,0
Zm00001d034590,0
Zm00001d034591,0
Zm00001d034592,0
Zm00001d034593,0
Zm00001d034595,0
Zm00001d034597,0
Zm00001d034598,0
Zm00001d034600,0
Zm00001d034601,0
Zm00001d034602,0
Zm00001d034604,0
Zm00001d034605,0
Zm00001d034606,0
Zm00001d034608,0
Zm00001d034609,0
Zm00001d034610,0
Zm00001d034615,0
Zm00001d034616,0
Zm00001d034617,0
Zm00001d034618,0
Zm00001d034620,0
Zm00001d034621,0
Zm00001d034622,0
Zm00001d034623,0
Zm00001d034624,0
Zm00001d034627,0
Zm00001d034628,0
Zm00001d034629,1
Zm00001d034630,0
Zm00001d034634,0
Zm00001d034635,0
Zm00001d034638,0
Zm00001d034639,0
Zm00001d034640,0
Zm00001d034643,0
Zm00001d034644,0
Zm00001d034646,0
Zm00001d034647,0
Zm00001d034649,0
Zm00001d034651,0
Zm00001d034652,0
Zm00001d034653,0
Zm00001d034655,0
Zm00001d034657,0
Zm00001d034658,0
