ID,class
Zm00001d012423,0
Zm00001d012424,0
Zm00001d012425,0
Zm00001d012429,0
Zm00001d012430,0
Zm00001d012431,0
Zm00001d012433,0
Zm00001d012434,0
Zm00001d012438,0
Zm00001d012439,0
Zm00001d012440,0
Zm00001d012441,0
Zm00001d012445,0
Zm00001d012446,0
Zm00001d012447,0
Zm00001d012449,0
Zm00001d012450,0
Zm00001d012451,0
Zm00001d012452,1
Zm00001d012456,0
Zm00001d012457,0
Zm00001d012459,0
Zm00001d012463,0
Zm00001d012464,0
Zm00001d012465,0
Zm00001d012466,0
Zm00001d012467,0
Zm00001d012471,0
Zm00001d012472,0
Zm00001d012473,0
Zm00001d012475,0
Zm00001d012476,0
Zm00001d012477,0
Zm00001d012479,0
Zm00001d012481,0
Zm00001d012482,0
Zm00001d012483,0
Zm00001d012485,0
Zm00001d012488,0
Zm00001d012489,0
Zm00001d012494,0
Zm00001d012497,0
Zm00001d012498,0
Zm00001d012500,0
Zm00001d012501,0
Zm00001d012503,0
Zm00001d012505,0
Zm00001d012507,0
Zm00001d012508,0
Zm00001d012509,0
Zm00001d012510,0
Zm00001d012511,0
Zm00001d012513,0
Zm00001d012515,0
Zm00001d012516,0
Zm00001d012517,0
Zm00001d012518,0
Zm00001d012520,0
Zm00001d012522,0
Zm00001d012524,0
Zm00001d012525,0
Zm00001d012527,0
Zm00001d012528,0
Zm00001d012529,0
Zm00001d012534,0
Zm00001d012536,0
Zm00001d012537,0
Zm00001d012538,0
Zm00001d012540,0
Zm00001d012542,0
Zm00001d012544,0
Zm00001d012546,0
Zm00001d012549,0
Zm00001d012550,0
Zm00001d012552,0
Zm00001d012553,0
Zm00001d012556,0
Zm00001d012557,0
Zm00001d012559,0
Zm00001d012560,0
Zm00001d012561,0

